production_record_id,machine_id,line_id,product_id,production_date,shift,planned_quantity,actual_quantity,efficiency_percentage
PRODREC-0000273,MCH-001-02-01,LINE-001-02,PROD-001,2026-01-17,B,114,110,96.69
PRODREC-0000274,MCH-001-02-01,LINE-001-02,PROD-002,2026-01-17,B,96,95,99.02
PRODREC-0000275,MCH-001-02-01,LINE-001-02,PROD-008,2026-01-18,C,124,119,96.39
PRODREC-0000276,MCH-001-02-01,LINE-001-02,PROD-002,2026-01-18,B,84,84,100.0
PRODREC-0000277,MCH-001-02-01,LINE-001-02,PROD-005,2026-01-19,C,136,126,92.94
PRODREC-0000278,MCH-001-02-01,LINE-001-02,PROD-008,2026-01-19,A,132,122,92.74
PRODREC-0000279,MCH-001-02-01,LINE-001-02,PROD-001,2026-01-20,C,123,123,100.0
PRODREC-0000280,MCH-001-02-01,LINE-001-02,PROD-002,2026-01-20,A,113,109,96.68
PRODREC-0000281,MCH-001-02-01,LINE-001-02,PROD-007,2026-01-21,A,115,113,98.89
PRODREC-0000282,MCH-001-02-01,LINE-001-02,PROD-003,2026-01-21,B,140,126,90.2
PRODREC-0000283,MCH-001-02-01,LINE-001-02,PROD-002,2026-01-22,A,135,131,97.08
PRODREC-0000284,MCH-001-02-01,LINE-001-02,PROD-006,2026-01-22,A,135,132,98.22
PRODREC-0000285,MCH-001-02-01,LINE-001-02,PROD-005,2026-01-23,C,141,132,93.79
PRODREC-0000286,MCH-001-02-01,LINE-001-02,PROD-004,2026-01-23,C,149,142,95.51
PRODREC-0000287,MCH-001-02-01,LINE-001-02,PROD-008,2026-01-24,A,127,127,100.0
PRODREC-0000288,MCH-001-02-01,LINE-001-02,PROD-007,2026-01-24,C,94,94,100.0
PRODREC-0000289,MCH-001-02-01,LINE-001-02,PROD-004,2026-01-25,A,142,141,99.66
PRODREC-0000290,MCH-001-02-01,LINE-001-02,PROD-005,2026-01-25,C,97,89,92.65
PRODREC-0000291,MCH-001-02-01,LINE-001-02,PROD-001,2026-01-26,A,138,125,91.25
PRODREC-0000292,MCH-001-02-01,LINE-001-02,PROD-006,2026-01-26,B,146,146,100.0
PRODREC-0000293,MCH-001-02-01,LINE-001-02,PROD-010,2026-01-27,C,82,81,99.91
PRODREC-0000294,MCH-001-02-01,LINE-001-02,PROD-010,2026-01-27,B,143,134,94.27
PRODREC-0000295,MCH-001-02-01,LINE-001-02,PROD-010,2026-01-28,B,81,81,100.0
PRODREC-0000296,MCH-001-02-01,LINE-001-02,PROD-003,2026-01-28,B,98,95,97.31
PRODREC-0000297,MCH-001-02-01,LINE-001-02,PROD-006,2026-01-29,A,136,133,98.07
PRODREC-0000298,MCH-001-02-01,LINE-001-02,PROD-002,2026-01-29,B,127,118,93.67
PRODREC-0000299,MCH-001-02-01,LINE-001-02,PROD-006,2026-01-30,C,88,88,100.0
PRODREC-0000300,MCH-001-02-01,LINE-001-02,PROD-006,2026-01-30,A,110,103,93.91
PRODREC-0000301,MCH-001-02-02,LINE-001-02,PROD-003,2026-01-01,A,116,99,85.81
PRODREC-0000302,MCH-001-02-02,LINE-001-02,PROD-004,2026-01-01,B,118,111,94.42
PRODREC-0000303,MCH-001-02-02,LINE-001-02,PROD-001,2026-01-02,A,100,49,49.51
PRODREC-0000304,MCH-001-02-02,LINE-001-02,PROD-006,2026-01-02,B,122,61,50.71
PRODREC-0000305,MCH-001-02-02,LINE-001-02,PROD-005,2026-01-03,B,99,88,89.81
PRODREC-0000306,MCH-001-02-02,LINE-001-02,PROD-002,2026-01-03,B,138,105,76.74
PRODREC-0000307,MCH-001-02-02,LINE-001-02,PROD-007,2026-01-04,B,145,123,85.07
PRODREC-0000308,MCH-001-02-02,LINE-001-02,PROD-004,2026-01-04,B,117,113,96.87
PRODREC-0000309,MCH-001-02-02,LINE-001-02,PROD-009,2026-01-05,A,111,95,85.69
PRODREC-0000310,MCH-001-02-02,LINE-001-02,PROD-008,2026-01-05,A,123,100,81.68
PRODREC-0000311,MCH-001-02-02,LINE-001-02,PROD-002,2026-01-06,C,83,70,84.54
PRODREC-0000312,MCH-001-02-02,LINE-001-02,PROD-009,2026-01-06,C,96,87,91.65
PRODREC-0000313,MCH-001-02-02,LINE-001-02,PROD-007,2026-01-07,C,140,113,81.29
PRODREC-0000314,MCH-001-02-02,LINE-001-02,PROD-004,2026-01-07,B,81,73,90.96
PRODREC-0000315,MCH-001-02-02,LINE-001-02,PROD-007,2026-01-08,C,132,118,89.96
PRODREC-0000316,MCH-001-02-02,LINE-001-02,PROD-006,2026-01-08,B,133,116,87.81
PRODREC-0000317,MCH-001-02-02,LINE-001-02,PROD-010,2026-01-09,A,110,91,82.98
PRODREC-0000318,MCH-001-02-02,LINE-001-02,PROD-008,2026-01-09,B,112,101,91.04
PRODREC-0000319,MCH-001-02-02,LINE-001-02,PROD-003,2026-01-10,A,148,119,80.52
PRODREC-0000320,MCH-001-02-02,LINE-001-02,PROD-002,2026-01-10,B,80,71,89.85
PRODREC-0000321,MCH-001-02-02,LINE-001-02,PROD-006,2026-01-11,B,145,132,91.24
PRODREC-0000322,MCH-001-02-02,LINE-001-02,PROD-005,2026-01-11,C,101,90,89.61
PRODREC-0000323,MCH-001-02-02,LINE-001-02,PROD-003,2026-01-12,C,142,128,90.54
PRODREC-0000324,MCH-001-02-02,LINE-001-02,PROD-010,2026-01-12,C,111,88,79.48
PRODREC-0000325,MCH-001-02-02,LINE-001-02,PROD-004,2026-01-13,B,84,72,85.9
PRODREC-0000326,MCH-001-02-02,LINE-001-02,PROD-002,2026-01-13,A,102,86,85.26
PRODREC-0000327,MCH-001-02-02,LINE-001-02,PROD-004,2026-01-14,C,137,117,85.66
PRODREC-0000328,MCH-001-02-02,LINE-001-02,PROD-005,2026-01-14,B,109,104,95.61
PRODREC-0000329,MCH-001-02-02,LINE-001-02,PROD-003,2026-01-15,C,125,115,92.44
PRODREC-0000330,MCH-001-02-02,LINE-001-02,PROD-003,2026-01-15,C,120,110,91.99
PRODREC-0000331,MCH-001-02-02,LINE-001-02,PROD-009,2026-01-16,B,112,100,89.48
PRODREC-0000332,MCH-001-02-02,LINE-001-02,PROD-002,2026-01-16,C,116,97,84.3
PRODREC-0000333,MCH-001-02-02,LINE-001-02,PROD-006,2026-01-17,A,92,79,86.23
PRODREC-0000334,MCH-001-02-02,LINE-001-02,PROD-009,2026-01-17,C,85,75,88.79
PRODREC-0000335,MCH-001-02-02,LINE-001-02,PROD-002,2026-01-18,A,99,88,89.28
PRODREC-0000336,MCH-001-02-02,LINE-001-02,PROD-009,2026-01-18,B,126,103,81.86
PRODREC-0000337,MCH-001-02-02,LINE-001-02,PROD-003,2026-01-19,A,102,88,86.31
PRODREC-0000338,MCH-001-02-02,LINE-001-02,PROD-005,2026-01-19,C,110,95,86.83
PRODREC-0000339,MCH-001-02-02,LINE-001-02,PROD-007,2026-01-20,C,121,103,85.88
PRODREC-0000340,MCH-001-02-02,LINE-001-02,PROD-010,2026-01-20,C,107,96,90.06
PRODREC-0000341,MCH-001-02-02,LINE-001-02,PROD-006,2026-01-21,C,118,100,84.76
PRODREC-0000342,MCH-001-02-02,LINE-001-02,PROD-005,2026-01-21,B,134,116,86.79
PRODREC-0000343,MCH-001-02-02,LINE-001-02,PROD-007,2026-01-22,A,91,89,98.2
PRODREC-0000344,MCH-001-02-02,LINE-001-02,PROD-010,2026-01-22,A,120,104,86.84
PRODREC-0000345,MCH-001-02-02,LINE-001-02,PROD-005,2026-01-23,A,103,87,85.31
PRODREC-0000346,MCH-001-02-02,LINE-001-02,PROD-003,2026-01-23,C,133,112,84.87
PRODREC-0000347,MCH-001-02-02,LINE-001-02,PROD-001,2026-01-24,B,135,124,91.94
PRODREC-0000348,MCH-001-02-02,LINE-001-02,PROD-008,2026-01-24,A,121,103,85.45
PRODREC-0000349,MCH-001-02-02,LINE-001-02,PROD-001,2026-01-25,C,117,100,86.09
PRODREC-0000350,MCH-001-02-02,LINE-001-02,PROD-001,2026-01-25,C,118,105,89.3
PRODREC-0000351,MCH-001-02-02,LINE-001-02,PROD-007,2026-01-26,B,110,98,89.29
PRODREC-0000352,MCH-001-02-02,LINE-001-02,PROD-009,2026-01-26,B,145,122,84.77
PRODREC-0000353,MCH-001-02-02,LINE-001-02,PROD-008,2026-01-27,A,104,83,80.21
PRODREC-0000354,MCH-001-02-02,LINE-001-02,PROD-008,2026-01-27,A,132,112,85.2
PRODREC-0000355,MCH-001-02-02,LINE-001-02,PROD-002,2026-01-28,A,116,99,85.92
PRODREC-0000356,MCH-001-02-02,LINE-001-02,PROD-009,2026-01-28,C,95,81,85.46
PRODREC-0000357,MCH-001-02-02,LINE-001-02,PROD-007,2026-01-29,A,115,96,83.89
PRODREC-0000358,MCH-001-02-02,LINE-001-02,PROD-007,2026-01-29,B,125,98,78.97
PRODREC-0000359,MCH-001-02-02,LINE-001-02,PROD-006,2026-01-30,B,132,111,84.63
PRODREC-0000360,MCH-001-02-02,LINE-001-02,PROD-008,2026-01-30,A,88,75,85.62
PRODREC-0000361,MCH-001-02-03,LINE-001-02,PROD-009,2026-01-01,A,122,110,90.47
PRODREC-0000362,MCH-001-02-03,LINE-001-02,PROD-001,2026-01-01,B,88,88,100.0
PRODREC-0000363,MCH-001-02-03,LINE-001-02,PROD-006,2026-01-02,B,140,127,91.32
PRODREC-0000364,MCH-001-02-03,LINE-001-02,PROD-005,2026-01-02,C,94,93,99.14
PRODREC-0000365,MCH-001-02-03,LINE-001-02,PROD-009,2026-01-03,C,126,107,85.21
PRODREC-0000366,MCH-001-02-03,LINE-001-02,PROD-009,2026-01-03,C,140,127,91.31
PRODREC-0000367,MCH-001-02-03,LINE-001-02,PROD-008,2026-01-04,A,125,113,90.79
PRODREC-0000368,MCH-001-02-03,LINE-001-02,PROD-009,2026-01-04,A,86,84,98.7
PRODREC-0000369,MCH-001-02-03,LINE-001-02,PROD-007,2026-01-05,C,97,83,85.79
PRODREC-0000370,MCH-001-02-03,LINE-001-02,PROD-002,2026-01-05,A,104,94,90.56
PRODREC-0000371,MCH-001-02-03,LINE-001-02,PROD-008,2026-01-06,B,123,110,90.17
PRODREC-0000372,MCH-001-02-03,LINE-001-02,PROD-003,2026-01-06,A,144,120,83.8
PRODREC-0000373,MCH-001-02-03,LINE-001-02,PROD-005,2026-01-07,C,143,122,85.52
PRODREC-0000374,MCH-001-02-03,LINE-001-02,PROD-003,2026-01-07,B,96,89,92.93
PRODREC-0000375,MCH-001-02-03,LINE-001-02,PROD-001,2026-01-08,A,132,127,96.27
PRODREC-0000376,MCH-001-02-03,LINE-001-02,PROD-009,2026-01-08,C,98,91,93.63
PRODREC-0000377,MCH-001-02-03,LINE-001-02,PROD-004,2026-01-09,C,105,100,95.3
PRODREC-0000378,MCH-001-02-03,LINE-001-02,PROD-006,2026-01-09,A,138,119,86.56
PRODREC-0000379,MCH-001-02-03,LINE-001-02,PROD-010,2026-01-10,A,82,78,96.19
PRODREC-0000380,MCH-001-02-03,LINE-001-02,PROD-003,2026-01-10,A,83,80,97.39
PRODREC-0000381,MCH-001-02-03,LINE-001-02,PROD-008,2026-01-11,B,144,144,100.0
PRODREC-0000382,MCH-001-02-03,LINE-001-02,PROD-009,2026-01-11,B,102,102,100.0
PRODREC-0000383,MCH-001-02-03,LINE-001-02,PROD-003,2026-01-12,A,100,88,88.54
PRODREC-0000384,MCH-001-02-03,LINE-001-02,PROD-005,2026-01-12,C,127,118,93.17
PRODREC-0000385,MCH-001-02-03,LINE-001-02,PROD-010,2026-01-13,B,89,80,90.44
PRODREC-0000386,MCH-001-02-03,LINE-001-02,PROD-010,2026-01-13,B,84,81,96.45
PRODREC-0000387,MCH-001-02-03,LINE-001-02,PROD-002,2026-01-14,A,80,78,97.54
PRODREC-0000388,MCH-001-02-03,LINE-001-02,PROD-006,2026-01-14,C,127,106,83.72
PRODREC-0000389,MCH-001-02-03,LINE-001-02,PROD-008,2026-01-15,A,108,97,90.25
PRODREC-0000390,MCH-001-02-03,LINE-001-02,PROD-005,2026-01-15,B,143,134,94.1
PRODREC-0000391,MCH-001-02-03,LINE-001-02,PROD-007,2026-01-16,A,85,80,94.68
PRODREC-0000392,MCH-001-02-03,LINE-001-02,PROD-003,2026-01-16,C,109,95,87.89
PRODREC-0000393,MCH-001-02-03,LINE-001-02,PROD-005,2026-01-17,A,91,77,84.68
PRODREC-0000394,MCH-001-02-03,LINE-001-02,PROD-008,2026-01-17,A,109,101,92.82
PRODREC-0000395,MCH-001-02-03,LINE-001-02,PROD-007,2026-01-18,A,93,59,64.23
PRODREC-0000396,MCH-001-02-03,LINE-001-02,PROD-009,2026-01-18,B,97,46,47.64
PRODREC-0000397,MCH-001-02-03,LINE-001-02,PROD-005,2026-01-19,A,93,87,94.18
PRODREC-0000398,MCH-001-02-03,LINE-001-02,PROD-010,2026-01-19,A,89,79,88.97
PRODREC-0000399,MCH-001-02-03,LINE-001-02,PROD-001,2026-01-20,A,124,114,92.24
PRODREC-0000400,MCH-001-02-03,LINE-001-02,PROD-009,2026-01-20,C,105,101,96.34
PRODREC-0000401,MCH-001-02-03,LINE-001-02,PROD-009,2026-01-21,A,132,127,96.42
PRODREC-0000402,MCH-001-02-03,LINE-001-02,PROD-009,2026-01-21,A,138,129,93.96
PRODREC-0000403,MCH-001-02-03,LINE-001-02,PROD-007,2026-01-22,B,143,132,92.95
PRODREC-0000404,MCH-001-02-03,LINE-001-02,PROD-004,2026-01-22,B,142,137,96.74
PRODREC-0000405,MCH-001-02-03,LINE-001-02,PROD-002,2026-01-23,B,92,90,98.59
PRODREC-0000406,MCH-001-02-03,LINE-001-02,PROD-002,2026-01-23,C,113,113,100.0
PRODREC-0000407,MCH-001-02-03,LINE-001-02,PROD-009,2026-01-24,C,140,126,90.52
PRODREC-0000408,MCH-001-02-03,LINE-001-02,PROD-003,2026-01-24,A,109,105,96.91
PRODREC-0000409,MCH-001-02-03,LINE-001-02,PROD-005,2026-01-25,C,92,89,97.39
PRODREC-0000410,MCH-001-02-03,LINE-001-02,PROD-003,2026-01-25,A,94,88,94.33
PRODREC-0000411,MCH-001-02-03,LINE-001-02,PROD-003,2026-01-26,A,141,130,92.48
PRODREC-0000412,MCH-001-02-03,LINE-001-02,PROD-007,2026-01-26,A,120,109,91.46
PRODREC-0000413,MCH-001-02-03,LINE-001-02,PROD-006,2026-01-27,A,97,87,90.49
PRODREC-0000414,MCH-001-02-03,LINE-001-02,PROD-006,2026-01-27,A,81,75,93.78
PRODREC-0000415,MCH-001-02-03,LINE-001-02,PROD-002,2026-01-28,A,91,56,62.36
PRODREC-0000416,MCH-001-02-03,LINE-001-02,PROD-003,2026-01-28,A,96,61,64.32
PRODREC-0000417,MCH-001-02-03,LINE-001-02,PROD-003,2026-01-29,A,125,105,84.46
PRODREC-0000418,MCH-001-02-03,LINE-001-02,PROD-007,2026-01-29,C,147,132,90.36
PRODREC-0000419,MCH-001-02-03,LINE-001-02,PROD-002,2026-01-30,C,129,125,97.39
PRODREC-0000420,MCH-001-02-03,LINE-001-02,PROD-006,2026-01-30,B,142,129,91.48
PRODREC-0000421,MCH-001-02-04,LINE-001-02,PROD-009,2026-01-01,A,120,107,89.63
PRODREC-0000422,MCH-001-02-04,LINE-001-02,PROD-005,2026-01-01,A,115,99,86.5
PRODREC-0000423,MCH-001-02-04,LINE-001-02,PROD-002,2026-01-02,B,116,105,90.72
PRODREC-0000424,MCH-001-02-04,LINE-001-02,PROD-004,2026-01-02,A,142,121,85.22
PRODREC-0000425,MCH-001-02-04,LINE-001-02,PROD-006,2026-01-03,C,139,134,97.03
PRODREC-0000426,MCH-001-02-04,LINE-001-02,PROD-005,2026-01-03,C,141,139,98.8
PRODREC-0000427,MCH-001-02-04,LINE-001-02,PROD-006,2026-01-04,B,103,91,88.42
PRODREC-0000428,MCH-001-02-04,LINE-001-02,PROD-003,2026-01-04,C,98,86,88.34
PRODREC-0000429,MCH-001-02-04,LINE-001-02,PROD-002,2026-01-05,C,128,75,59.05
PRODREC-0000430,MCH-001-02-04,LINE-001-02,PROD-004,2026-01-05,B,93,62,67.29
PRODREC-0000431,MCH-001-02-04,LINE-001-02,PROD-008,2026-01-06,A,123,103,84.1
PRODREC-0000432,MCH-001-02-04,LINE-001-02,PROD-009,2026-01-06,A,95,90,95.21
PRODREC-0000433,MCH-001-02-04,LINE-001-02,PROD-004,2026-01-07,B,93,79,86.01
PRODREC-0000434,MCH-001-02-04,LINE-001-02,PROD-005,2026-01-07,A,143,135,94.8
PRODREC-0000435,MCH-001-02-04,LINE-001-02,PROD-003,2026-01-08,B,145,125,86.61
PRODREC-0000436,MCH-001-02-04,LINE-001-02,PROD-007,2026-01-08,B,96,85,89.2
PRODREC-0000437,MCH-001-02-04,LINE-001-02,PROD-008,2026-01-09,B,126,80,63.75
PRODREC-0000438,MCH-001-02-04,LINE-001-02,PROD-005,2026-01-09,C,84,53,64.24
PRODREC-0000439,MCH-001-02-04,LINE-001-02,PROD-003,2026-01-10,C,103,87,84.92
PRODREC-0000440,MCH-001-02-04,LINE-001-02,PROD-001,2026-01-10,A,128,127,99.64
PRODREC-0000441,MCH-001-02-04,LINE-001-02,PROD-004,2026-01-11,B,111,96,86.98
PRODREC-0000442,MCH-001-02-04,LINE-001-02,PROD-003,2026-01-11,C,115,89,77.79
PRODREC-0000443,MCH-001-02-04,LINE-001-02,PROD-008,2026-01-12,B,119,108,91.55
PRODREC-0000444,MCH-001-02-04,LINE-001-02,PROD-010,2026-01-12,C,116,104,90.51
PRODREC-0000445,MCH-001-02-04,LINE-001-02,PROD-009,2026-01-13,A,109,99,90.88
PRODREC-0000446,MCH-001-02-04,LINE-001-02,PROD-010,2026-01-13,B,102,92,90.32
PRODREC-0000447,MCH-001-02-04,LINE-001-02,PROD-007,2026-01-14,B,86,73,85.02
PRODREC-0000448,MCH-001-02-04,LINE-001-02,PROD-002,2026-01-14,A,141,120,85.25
PRODREC-0000449,MCH-001-02-04,LINE-001-02,PROD-004,2026-01-15,C,123,115,93.94
PRODREC-0000450,MCH-001-02-04,LINE-001-02,PROD-009,2026-01-15,A,95,87,92.23
PRODREC-0000451,MCH-001-02-04,LINE-001-02,PROD-007,2026-01-16,B,135,131,97.15
PRODREC-0000452,MCH-001-02-04,LINE-001-02,PROD-008,2026-01-16,B,149,139,93.66
PRODREC-0000453,MCH-001-02-04,LINE-001-02,PROD-002,2026-01-17,B,96,89,92.72
PRODREC-0000454,MCH-001-02-04,LINE-001-02,PROD-001,2026-01-17,B,102,99,97.1
PRODREC-0000455,MCH-001-02-04,LINE-001-02,PROD-003,2026-01-18,B,85,44,51.85
PRODREC-0000456,MCH-001-02-04,LINE-001-02,PROD-010,2026-01-18,C,101,46,46.27
PRODREC-0000457,MCH-001-02-04,LINE-001-02,PROD-007,2026-01-19,B,90,81,90.77
PRODREC-0000458,MCH-001-02-04,LINE-001-02,PROD-003,2026-01-19,B,89,86,96.66
PRODREC-0000459,MCH-001-02-04,LINE-001-02,PROD-004,2026-01-20,B,113,102,90.35
PRODREC-0000460,MCH-001-02-04,LINE-001-02,PROD-001,2026-01-20,C,82,63,77.46
PRODREC-0000461,MCH-001-02-04,LINE-001-02,PROD-008,2026-01-21,A,88,77,88.56
PRODREC-0000462,MCH-001-02-04,LINE-001-02,PROD-009,2026-01-21,A,145,133,92.4
PRODREC-0000463,MCH-001-02-04,LINE-001-02,PROD-009,2026-01-22,B,132,80,60.71
PRODREC-0000464,MCH-001-02-04,LINE-001-02,PROD-001,2026-01-22,A,86,40,46.8
PRODREC-0000465,MCH-001-02-04,LINE-001-02,PROD-001,2026-01-23,B,124,118,95.69
PRODREC-0000466,MCH-001-02-04,LINE-001-02,PROD-007,2026-01-23,B,127,116,91.36
PRODREC-0000467,MCH-001-02-04,LINE-001-02,PROD-005,2026-01-24,A,144,142,98.68
PRODREC-0000468,MCH-001-02-04,LINE-001-02,PROD-005,2026-01-24,B,148,144,97.88
PRODREC-0000469,MCH-001-02-04,LINE-001-02,PROD-005,2026-01-25,A,102,91,90.0
PRODREC-0000470,MCH-001-02-04,LINE-001-02,PROD-002,2026-01-25,B,132,108,82.12
PRODREC-0000471,MCH-001-02-04,LINE-001-02,PROD-009,2026-01-26,B,113,104,92.25
PRODREC-0000472,MCH-001-02-04,LINE-001-02,PROD-004,2026-01-26,A,135,122,91.01
PRODREC-0000473,MCH-001-02-04,LINE-001-02,PROD-005,2026-01-27,B,99,90,91.14
PRODREC-0000474,MCH-001-02-04,LINE-001-02,PROD-006,2026-01-27,B,123,115,93.74
PRODREC-0000475,MCH-001-02-04,LINE-001-02,PROD-007,2026-01-28,C,86,81,94.33
PRODREC-0000476,MCH-001-02-04,LINE-001-02,PROD-009,2026-01-28,B,135,120,89.62
PRODREC-0000477,MCH-001-02-04,LINE-001-02,PROD-003,2026-01-29,C,135,120,89.5
PRODREC-0000478,MCH-001-02-04,LINE-001-02,PROD-010,2026-01-29,A,91,86,94.88
PRODREC-0000479,MCH-001-02-04,LINE-001-02,PROD-007,2026-01-30,A,105,98,93.94
PRODREC-0000480,MCH-001-02-04,LINE-001-02,PROD-005,2026-01-30,A,116,99,85.39
PRODREC-0000481,MCH-001-03-01,LINE-001-03,PROD-006,2026-01-01,B,110,106,96.55
PRODREC-0000482,MCH-001-03-01,LINE-001-03,PROD-005,2026-01-01,C,102,87,86.04
PRODREC-0000483,MCH-001-03-01,LINE-001-03,PROD-003,2026-01-02,C,136,124,91.59
PRODREC-0000484,MCH-001-03-01,LINE-001-03,PROD-001,2026-01-02,C,125,109,87.43
PRODREC-0000485,MCH-001-03-01,LINE-001-03,PROD-003,2026-01-03,B,115,114,99.32
PRODREC-0000486,MCH-001-03-01,LINE-001-03,PROD-010,2026-01-03,C,106,92,87.64
PRODREC-0000487,MCH-001-03-01,LINE-001-03,PROD-008,2026-01-04,B,116,101,87.22
PRODREC-0000488,MCH-001-03-01,LINE-001-03,PROD-008,2026-01-04,C,134,108,81.14
PRODREC-0000489,MCH-001-03-01,LINE-001-03,PROD-003,2026-01-05,C,134,134,100.0
PRODREC-0000490,MCH-001-03-01,LINE-001-03,PROD-009,2026-01-05,C,131,118,90.33
PRODREC-0000491,MCH-001-03-01,LINE-001-03,PROD-001,2026-01-06,C,115,109,95.33
PRODREC-0000492,MCH-001-03-01,LINE-001-03,PROD-010,2026-01-06,A,113,111,98.4
PRODREC-0000493,MCH-001-03-01,LINE-001-03,PROD-003,2026-01-07,C,148,137,92.76
PRODREC-0000494,MCH-001-03-01,LINE-001-03,PROD-006,2026-01-07,A,105,90,86.53
PRODREC-0000495,MCH-001-03-01,LINE-001-03,PROD-002,2026-01-08,C,111,106,95.75
PRODREC-0000496,MCH-001-03-01,LINE-001-03,PROD-003,2026-01-08,A,146,133,91.3
PRODREC-0000497,MCH-001-03-01,LINE-001-03,PROD-009,2026-01-09,A,105,94,89.99
PRODREC-0000498,MCH-001-03-01,LINE-001-03,PROD-010,2026-01-09,B,119,110,93.03
PRODREC-0000499,MCH-001-03-01,LINE-001-03,PROD-002,2026-01-10,B,148,136,92.07
PRODREC-0000500,MCH-001-03-01,LINE-001-03,PROD-005,2026-01-10,B,127,111,88.01
PRODREC-0000501,MCH-001-03-01,LINE-001-03,PROD-003,2026-01-11,A,88,72,82.85
PRODREC-0000502,MCH-001-03-01,LINE-001-03,PROD-004,2026-01-11,B,111,100,90.98
PRODREC-0000503,MCH-001-03-01,LINE-001-03,PROD-008,2026-01-12,B,82,72,88.09
PRODREC-0000504,MCH-001-03-01,LINE-001-03,PROD-007,2026-01-12,B,102,87,85.93
PRODREC-0000505,MCH-001-03-01,LINE-001-03,PROD-007,2026-01-13,B,145,120,82.9
PRODREC-0000506,MCH-001-03-01,LINE-001-03,PROD-006,2026-01-13,C,137,116,84.86
PRODREC-0000507,MCH-001-03-01,LINE-001-03,PROD-007,2026-01-14,B,137,117,85.52
PRODREC-0000508,MCH-001-03-01,LINE-001-03,PROD-010,2026-01-14,B,119,104,87.7
PRODREC-0000509,MCH-001-03-01,LINE-001-03,PROD-002,2026-01-15,A,83,43,53.01
PRODREC-0000510,MCH-001-03-01,LINE-001-03,PROD-007,2026-01-15,C,105,56,53.94
PRODREC-0000511,MCH-001-03-01,LINE-001-03,PROD-002,2026-01-16,B,138,121,88.39
PRODREC-0000512,MCH-001-03-01,LINE-001-03,PROD-007,2026-01-16,C,123,107,87.16
PRODREC-0000513,MCH-001-03-01,LINE-001-03,PROD-001,2026-01-17,A,112,104,93.18
PRODREC-0000514,MCH-001-03-01,LINE-001-03,PROD-001,2026-01-17,A,130,114,87.91
PRODREC-0000515,MCH-001-03-01,LINE-001-03,PROD-004,2026-01-18,A,101,90,89.8
PRODREC-0000516,MCH-001-03-01,LINE-001-03,PROD-004,2026-01-18,B,131,115,88.26
PRODREC-0000517,MCH-001-03-01,LINE-001-03,PROD-005,2026-01-19,C,100,84,84.12
PRODREC-0000518,MCH-001-03-01,LINE-001-03,PROD-006,2026-01-19,C,84,72,86.11
PRODREC-0000519,MCH-001-03-01,LINE-001-03,PROD-005,2026-01-20,B,107,90,84.59
PRODREC-0000520,MCH-001-03-01,LINE-001-03,PROD-010,2026-01-20,C,93,85,92.22
PRODREC-0000521,MCH-001-03-01,LINE-001-03,PROD-005,2026-01-21,B,93,76,82.4
PRODREC-0000522,MCH-001-03-01,LINE-001-03,PROD-002,2026-01-21,B,101,87,86.46
PRODREC-0000523,MCH-001-03-01,LINE-001-03,PROD-003,2026-01-22,B,117,98,83.88
PRODREC-0000524,MCH-001-03-01,LINE-001-03,PROD-009,2026-01-22,A,139,121,87.7
PRODREC-0000525,MCH-001-03-01,LINE-001-03,PROD-003,2026-01-23,A,144,123,85.89
PRODREC-0000526,MCH-001-03-01,LINE-001-03,PROD-008,2026-01-23,A,106,91,86.19
PRODREC-0000527,MCH-001-03-01,LINE-001-03,PROD-001,2026-01-24,C,120,115,95.9
PRODREC-0000528,MCH-001-03-01,LINE-001-03,PROD-006,2026-01-24,A,101,84,83.78
PRODREC-0000529,MCH-001-03-01,LINE-001-03,PROD-004,2026-01-25,A,137,122,89.25
PRODREC-0000530,MCH-001-03-01,LINE-001-03,PROD-003,2026-01-25,C,112,100,89.7
PRODREC-0000531,MCH-001-03-01,LINE-001-03,PROD-010,2026-01-26,B,141,119,85.0
PRODREC-0000532,MCH-001-03-01,LINE-001-03,PROD-007,2026-01-26,C,89,84,94.42
PRODREC-0000533,MCH-001-03-01,LINE-001-03,PROD-010,2026-01-27,A,137,117,86.05
PRODREC-0000534,MCH-001-03-01,LINE-001-03,PROD-007,2026-01-27,C,146,135,93.01
PRODREC-0000535,MCH-001-03-01,LINE-001-03,PROD-006,2026-01-28,B,102,79,78.03
PRODREC-0000536,MCH-001-03-01,LINE-001-03,PROD-002,2026-01-28,A,127,108,85.24
PRODREC-0000537,MCH-001-03-01,LINE-001-03,PROD-005,2026-01-29,C,84,74,88.19
PRODREC-0000538,MCH-001-03-01,LINE-001-03,PROD-004,2026-01-29,C,147,131,89.57
PRODREC-0000539,MCH-001-03-01,LINE-001-03,PROD-001,2026-01-30,B,117,103,88.14
PRODREC-0000540,MCH-001-03-01,LINE-001-03,PROD-010,2026-01-30,C,94,77,82.66
PRODREC-0000541,MCH-001-03-02,LINE-001-03,PROD-008,2026-01-01,B,115,111,96.81
PRODREC-0000542,MCH-001-03-02,LINE-001-03,PROD-005,2026-01-01,B,120,115,96.52
PRODREC-0000543,MCH-001-03-02,LINE-001-03,PROD-007,2026-01-02,B,96,92,96.13
PRODREC-0000544,MCH-001-03-02,LINE-001-03,PROD-004,2026-01-02,C,118,114,96.99
PRODREC-0000545,MCH-001-03-02,LINE-001-03,PROD-008,2026-01-03,C,145,137,94.56
