sensor_reading_id,machine_id,recorded_at,temperature_celsius,vibration_mm_s,pressure_psi
SENSOR-00000310,MCH-001-01-02,2026-01-22 12:00:00,84.5,2.395,101.95
SENSOR-00000311,MCH-001-01-02,2026-01-22 16:00:00,76.52,3.012,99.64
SENSOR-00000312,MCH-001-01-02,2026-01-22 20:00:00,87.16,2.954,97.92
SENSOR-00000313,MCH-001-01-02,2026-01-23 00:00:00,92.03,2.724,99.69
SENSOR-00000314,MCH-001-01-02,2026-01-23 04:00:00,89.68,3.297,97.91
SENSOR-00000315,MCH-001-01-02,2026-01-23 08:00:00,83.38,2.999,100.85
SENSOR-00000316,MCH-001-01-02,2026-01-23 12:00:00,79.69,2.976,95.21
SENSOR-00000317,MCH-001-01-02,2026-01-23 16:00:00,83.03,3.111,99.32
SENSOR-00000318,MCH-001-01-02,2026-01-23 20:00:00,76.02,3.246,101.09
SENSOR-00000319,MCH-001-01-02,2026-01-24 00:00:00,81.92,3.217,98.4
SENSOR-00000320,MCH-001-01-02,2026-01-24 04:00:00,76.19,2.653,98.4
SENSOR-00000321,MCH-001-01-02,2026-01-24 08:00:00,77.49,3.101,98.6
SENSOR-00000322,MCH-001-01-02,2026-01-24 12:00:00,91.98,2.564,100.61
SENSOR-00000323,MCH-001-01-02,2026-01-24 16:00:00,77.97,2.875,100.42
SENSOR-00000324,MCH-001-01-02,2026-01-24 20:00:00,73.18,3.058,105.71
SENSOR-00000325,MCH-001-01-02,2026-01-25 00:00:00,78.43,3.03,98.25
SENSOR-00000326,MCH-001-01-02,2026-01-25 04:00:00,80.37,3.15,95.98
SENSOR-00000327,MCH-001-01-02,2026-01-25 08:00:00,86.67,2.649,98.01
SENSOR-00000328,MCH-001-01-02,2026-01-25 12:00:00,90.18,3.281,100.29
SENSOR-00000329,MCH-001-01-02,2026-01-25 16:00:00,78.72,2.866,100.22
SENSOR-00000330,MCH-001-01-02,2026-01-25 20:00:00,82.63,2.976,99.91
SENSOR-00000331,MCH-001-01-02,2026-01-26 00:00:00,80.93,3.368,101.52
SENSOR-00000332,MCH-001-01-02,2026-01-26 04:00:00,77.24,3.167,97.68
SENSOR-00000333,MCH-001-01-02,2026-01-26 08:00:00,80.18,3.077,98.52
SENSOR-00000334,MCH-001-01-02,2026-01-26 12:00:00,86.06,2.805,98.14
SENSOR-00000335,MCH-001-01-02,2026-01-26 16:00:00,79.86,2.857,103.3
SENSOR-00000336,MCH-001-01-02,2026-01-26 20:00:00,85.0,3.426,106.8
SENSOR-00000337,MCH-001-01-02,2026-01-27 00:00:00,78.81,3.701,98.65
SENSOR-00000338,MCH-001-01-02,2026-01-27 04:00:00,82.77,2.675,105.12
SENSOR-00000339,MCH-001-01-02,2026-01-27 08:00:00,86.96,3.073,95.96
SENSOR-00000340,MCH-001-01-02,2026-01-27 12:00:00,83.33,2.718,104.39
SENSOR-00000341,MCH-001-01-02,2026-01-27 16:00:00,85.72,3.023,92.69
SENSOR-00000342,MCH-001-01-02,2026-01-27 20:00:00,78.55,3.171,103.64
SENSOR-00000343,MCH-001-01-02,2026-01-28 00:00:00,75.08,2.917,99.02
SENSOR-00000344,MCH-001-01-02,2026-01-28 04:00:00,81.89,2.858,98.67
SENSOR-00000345,MCH-001-01-02,2026-01-28 08:00:00,82.33,3.109,99.09
SENSOR-00000346,MCH-001-01-02,2026-01-28 12:00:00,80.85,3.022,94.24
SENSOR-00000347,MCH-001-01-02,2026-01-28 16:00:00,84.39,2.999,100.12
SENSOR-00000348,MCH-001-01-02,2026-01-28 20:00:00,86.33,2.511,94.08
SENSOR-00000349,MCH-001-01-02,2026-01-29 00:00:00,87.37,3.16,97.36
SENSOR-00000350,MCH-001-01-02,2026-01-29 04:00:00,85.18,3.214,104.68
SENSOR-00000351,MCH-001-01-02,2026-01-29 08:00:00,78.98,2.942,102.24
SENSOR-00000352,MCH-001-01-02,2026-01-29 12:00:00,82.71,2.719,101.24
SENSOR-00000353,MCH-001-01-02,2026-01-29 16:00:00,84.8,3.021,100.66
SENSOR-00000354,MCH-001-01-02,2026-01-29 20:00:00,81.45,3.368,97.3
SENSOR-00000355,MCH-001-01-02,2026-01-30 00:00:00,79.92,3.057,99.1
SENSOR-00000356,MCH-001-01-02,2026-01-30 04:00:00,85.17,3.118,97.92
SENSOR-00000357,MCH-001-01-02,2026-01-30 08:00:00,81.81,3.26,101.18
SENSOR-00000358,MCH-001-01-02,2026-01-30 12:00:00,76.9,3.163,96.75
SENSOR-00000359,MCH-001-01-02,2026-01-30 16:00:00,88.13,3.255,100.87
SENSOR-00000360,MCH-001-01-02,2026-01-30 20:00:00,83.11,2.947,102.04
SENSOR-00000361,MCH-001-01-03,2026-01-01 00:00:00,67.62,2.511,104.27
SENSOR-00000362,MCH-001-01-03,2026-01-01 04:00:00,72.3,2.356,93.98
SENSOR-00000363,MCH-001-01-03,2026-01-01 08:00:00,75.19,2.064,100.6
SENSOR-00000364,MCH-001-01-03,2026-01-01 12:00:00,67.88,2.466,103.07
SENSOR-00000365,MCH-001-01-03,2026-01-01 16:00:00,71.0,2.046,93.53
SENSOR-00000366,MCH-001-01-03,2026-01-01 20:00:00,73.06,2.185,95.35
SENSOR-00000367,MCH-001-01-03,2026-01-02 00:00:00,74.72,2.213,101.31
SENSOR-00000368,MCH-001-01-03,2026-01-02 04:00:00,71.01,2.458,101.66
SENSOR-00000369,MCH-001-01-03,2026-01-02 08:00:00,62.46,2.628,90.86
SENSOR-00000370,MCH-001-01-03,2026-01-02 12:00:00,71.66,2.587,99.05
SENSOR-00000371,MCH-001-01-03,2026-01-02 16:00:00,68.26,2.057,103.08
SENSOR-00000372,MCH-001-01-03,2026-01-02 20:00:00,66.44,2.612,99.83
SENSOR-00000373,MCH-001-01-03,2026-01-03 00:00:00,79.3,1.993,104.81
SENSOR-00000374,MCH-001-01-03,2026-01-03 04:00:00,73.99,2.04,97.97
SENSOR-00000375,MCH-001-01-03,2026-01-03 08:00:00,70.92,2.012,100.28
SENSOR-00000376,MCH-001-01-03,2026-01-03 12:00:00,69.22,1.785,98.86
SENSOR-00000377,MCH-001-01-03,2026-01-03 16:00:00,66.92,2.142,97.27
SENSOR-00000378,MCH-001-01-03,2026-01-03 20:00:00,70.64,2.83,100.17
SENSOR-00000379,MCH-001-01-03,2026-01-04 00:00:00,71.57,2.262,99.29
SENSOR-00000380,MCH-001-01-03,2026-01-04 04:00:00,71.19,2.451,100.72
SENSOR-00000381,MCH-001-01-03,2026-01-04 08:00:00,73.77,2.223,102.39
SENSOR-00000382,MCH-001-01-03,2026-01-04 12:00:00,73.18,2.254,100.31
SENSOR-00000383,MCH-001-01-03,2026-01-04 16:00:00,80.91,1.995,102.31
SENSOR-00000384,MCH-001-01-03,2026-01-04 20:00:00,66.56,2.385,104.73
SENSOR-00000385,MCH-001-01-03,2026-01-05 00:00:00,71.06,2.129,95.92
SENSOR-00000386,MCH-001-01-03,2026-01-05 04:00:00,75.69,2.467,100.69
SENSOR-00000387,MCH-001-01-03,2026-01-05 08:00:00,77.99,2.352,101.18
SENSOR-00000388,MCH-001-01-03,2026-01-05 12:00:00,75.34,2.307,98.41
SENSOR-00000389,MCH-001-01-03,2026-01-05 16:00:00,82.98,2.217,98.0
SENSOR-00000390,MCH-001-01-03,2026-01-05 20:00:00,75.86,2.393,95.79
SENSOR-00000391,MCH-001-01-03,2026-01-06 00:00:00,74.76,2.323,98.02
SENSOR-00000392,MCH-001-01-03,2026-01-06 04:00:00,76.46,2.449,100.04
SENSOR-00000393,MCH-001-01-03,2026-01-06 08:00:00,70.97,2.363,99.79
SENSOR-00000394,MCH-001-01-03,2026-01-06 12:00:00,68.79,1.962,101.7
SENSOR-00000395,MCH-001-01-03,2026-01-06 16:00:00,63.72,2.382,98.57
SENSOR-00000396,MCH-001-01-03,2026-01-06 20:00:00,79.36,2.207,101.98
SENSOR-00000397,MCH-001-01-03,2026-01-07 00:00:00,68.61,2.082,101.98
SENSOR-00000398,MCH-001-01-03,2026-01-07 04:00:00,76.12,2.356,96.63
SENSOR-00000399,MCH-001-01-03,2026-01-07 08:00:00,77.2,2.024,103.48
SENSOR-00000400,MCH-001-01-03,2026-01-07 12:00:00,85.56,2.422,101.75
SENSOR-00000401,MCH-001-01-03,2026-01-07 16:00:00,72.16,1.878,98.19
SENSOR-00000402,MCH-001-01-03,2026-01-07 20:00:00,69.76,1.968,105.17
SENSOR-00000403,MCH-001-01-03,2026-01-08 00:00:00,72.76,1.978,94.07
SENSOR-00000404,MCH-001-01-03,2026-01-08 04:00:00,73.08,2.344,96.14
SENSOR-00000405,MCH-001-01-03,2026-01-08 08:00:00,73.99,2.344,93.53
SENSOR-00000406,MCH-001-01-03,2026-01-08 12:00:00,70.47,2.432,101.16
SENSOR-00000407,MCH-001-01-03,2026-01-08 16:00:00,69.51,2.37,103.07
SENSOR-00000408,MCH-001-01-03,2026-01-08 20:00:00,77.24,2.306,98.6
SENSOR-00000409,MCH-001-01-03,2026-01-09 00:00:00,77.61,2.129,94.58
SENSOR-00000410,MCH-001-01-03,2026-01-09 04:00:00,80.3,2.394,94.86
SENSOR-00000411,MCH-001-01-03,2026-01-09 08:00:00,71.27,2.523,99.16
SENSOR-00000412,MCH-001-01-03,2026-01-09 12:00:00,72.08,2.68,96.86
SENSOR-00000413,MCH-001-01-03,2026-01-09 16:00:00,70.94,2.383,101.17
SENSOR-00000414,MCH-001-01-03,2026-01-09 20:00:00,76.11,2.558,100.6
SENSOR-00000415,MCH-001-01-03,2026-01-10 00:00:00,70.89,2.347,99.92
SENSOR-00000416,MCH-001-01-03,2026-01-10 04:00:00,74.9,2.882,98.43
SENSOR-00000417,MCH-001-01-03,2026-01-10 08:00:00,75.82,2.597,100.29
SENSOR-00000418,MCH-001-01-03,2026-01-10 12:00:00,83.48,2.236,100.97
SENSOR-00000419,MCH-001-01-03,2026-01-10 16:00:00,70.93,2.242,100.75
SENSOR-00000420,MCH-001-01-03,2026-01-10 20:00:00,77.51,2.41,103.78
SENSOR-00000421,MCH-001-01-03,2026-01-11 00:00:00,72.67,2.362,99.81
SENSOR-00000422,MCH-001-01-03,2026-01-11 04:00:00,77.05,2.119,96.77
SENSOR-00000423,MCH-001-01-03,2026-01-11 08:00:00,75.02,2.48,101.0
SENSOR-00000424,MCH-001-01-03,2026-01-11 12:00:00,70.89,2.5,97.77
SENSOR-00000425,MCH-001-01-03,2026-01-11 16:00:00,72.04,2.094,103.9
SENSOR-00000426,MCH-001-01-03,2026-01-11 20:00:00,76.66,2.481,103.74
SENSOR-00000427,MCH-001-01-03,2026-01-12 00:00:00,74.33,2.45,101.52
SENSOR-00000428,MCH-001-01-03,2026-01-12 04:00:00,76.54,2.237,106.36
SENSOR-00000429,MCH-001-01-03,2026-01-12 08:00:00,75.07,1.865,96.99
SENSOR-00000430,MCH-001-01-03,2026-01-12 12:00:00,67.17,2.335,99.63
SENSOR-00000431,MCH-001-01-03,2026-01-12 16:00:00,72.25,2.833,101.65
SENSOR-00000432,MCH-001-01-03,2026-01-12 20:00:00,77.03,2.097,97.0
SENSOR-00000433,MCH-001-01-03,2026-01-13 00:00:00,73.42,2.353,101.81
SENSOR-00000434,MCH-001-01-03,2026-01-13 04:00:00,78.45,2.257,98.63
SENSOR-00000435,MCH-001-01-03,2026-01-13 08:00:00,75.88,2.483,98.7
SENSOR-00000436,MCH-001-01-03,2026-01-13 12:00:00,77.29,2.575,103.88
SENSOR-00000437,MCH-001-01-03,2026-01-13 16:00:00,81.24,2.114,100.04
SENSOR-00000438,MCH-001-01-03,2026-01-13 20:00:00,74.17,2.306,98.05
SENSOR-00000439,MCH-001-01-03,2026-01-14 00:00:00,76.44,2.877,100.83
SENSOR-00000440,MCH-001-01-03,2026-01-14 04:00:00,76.07,2.061,96.14
SENSOR-00000441,MCH-001-01-03,2026-01-14 08:00:00,80.46,2.099,96.87
SENSOR-00000442,MCH-001-01-03,2026-01-14 12:00:00,73.97,2.308,97.29
SENSOR-00000443,MCH-001-01-03,2026-01-14 16:00:00,72.91,2.638,97.58
SENSOR-00000444,MCH-001-01-03,2026-01-14 20:00:00,68.55,2.566,101.48
SENSOR-00000445,MCH-001-01-03,2026-01-15 00:00:00,75.46,2.392,103.25
SENSOR-00000446,MCH-001-01-03,2026-01-15 04:00:00,76.33,1.736,97.65
SENSOR-00000447,MCH-001-01-03,2026-01-15 08:00:00,74.68,2.281,101.43
SENSOR-00000448,MCH-001-01-03,2026-01-15 12:00:00,77.29,2.482,99.36
SENSOR-00000449,MCH-001-01-03,2026-01-15 16:00:00,66.74,2.216,101.25
SENSOR-00000450,MCH-001-01-03,2026-01-15 20:00:00,69.77,2.488,102.73
SENSOR-00000451,MCH-001-01-03,2026-01-16 00:00:00,78.55,2.399,101.38
SENSOR-00000452,MCH-001-01-03,2026-01-16 04:00:00,75.58,2.505,106.83
SENSOR-00000453,MCH-001-01-03,2026-01-16 08:00:00,78.01,1.935,101.34
SENSOR-00000454,MCH-001-01-03,2026-01-16 12:00:00,78.69,2.631,98.72
SENSOR-00000455,MCH-001-01-03,2026-01-16 16:00:00,78.79,2.562,107.72
SENSOR-00000456,MCH-001-01-03,2026-01-16 20:00:00,71.13,2.203,99.08
SENSOR-00000457,MCH-001-01-03,2026-01-17 00:00:00,75.24,2.672,100.17
SENSOR-00000458,MCH-001-01-03,2026-01-17 04:00:00,76.11,2.422,99.14
SENSOR-00000459,MCH-001-01-03,2026-01-17 08:00:00,75.75,2.889,99.19
SENSOR-00000460,MCH-001-01-03,2026-01-17 12:00:00,75.81,2.645,103.42
SENSOR-00000461,MCH-001-01-03,2026-01-17 16:00:00,74.17,1.734,101.55
SENSOR-00000462,MCH-001-01-03,2026-01-17 20:00:00,65.25,2.698,100.51
SENSOR-00000463,MCH-001-01-03,2026-01-18 00:00:00,77.47,2.593,102.53
SENSOR-00000464,MCH-001-01-03,2026-01-18 04:00:00,80.05,2.283,93.84
SENSOR-00000465,MCH-001-01-03,2026-01-18 08:00:00,73.37,2.533,97.09
SENSOR-00000466,MCH-001-01-03,2026-01-18 12:00:00,73.42,2.157,104.51
SENSOR-00000467,MCH-001-01-03,2026-01-18 16:00:00,77.13,2.493,101.86
SENSOR-00000468,MCH-001-01-03,2026-01-18 20:00:00,73.98,2.38,96.44
SENSOR-00000469,MCH-001-01-03,2026-01-19 00:00:00,76.05,2.963,104.44
SENSOR-00000470,MCH-001-01-03,2026-01-19 04:00:00,78.61,2.233,97.35
SENSOR-00000471,MCH-001-01-03,2026-01-19 08:00:00,77.28,2.055,99.28
SENSOR-00000472,MCH-001-01-03,2026-01-19 12:00:00,73.67,2.728,98.94
SENSOR-00000473,MCH-001-01-03,2026-01-19 16:00:00,64.37,2.456,97.9
SENSOR-00000474,MCH-001-01-03,2026-01-19 20:00:00,74.3,2.309,99.18
SENSOR-00000475,MCH-001-01-03,2026-01-20 00:00:00,73.95,1.84,102.12
SENSOR-00000476,MCH-001-01-03,2026-01-20 04:00:00,67.49,2.407,97.34
SENSOR-00000477,MCH-001-01-03,2026-01-20 08:00:00,69.49,2.22,99.45
SENSOR-00000478,MCH-001-01-03,2026-01-20 12:00:00,71.55,2.477,98.66
SENSOR-00000479,MCH-001-01-03,2026-01-20 16:00:00,78.05,2.401,97.91
SENSOR-00000480,MCH-001-01-03,2026-01-20 20:00:00,70.66,1.918,100.87
SENSOR-00000481,MCH-001-01-03,2026-01-21 00:00:00,79.55,2.144,98.1
SENSOR-00000482,MCH-001-01-03,2026-01-21 04:00:00,76.59,1.748,94.42
SENSOR-00000483,MCH-001-01-03,2026-01-21 08:00:00,73.0,2.718,98.69
SENSOR-00000484,MCH-001-01-03,2026-01-21 12:00:00,74.53,2.614,106.32
SENSOR-00000485,MCH-001-01-03,2026-01-21 16:00:00,71.82,2.326,105.47
SENSOR-00000486,MCH-001-01-03,2026-01-21 20:00:00,68.04,2.587,96.95
SENSOR-00000487,MCH-001-01-03,2026-01-22 00:00:00,73.61,2.348,101.71
SENSOR-00000488,MCH-001-01-03,2026-01-22 04:00:00,70.24,2.515,102.46
SENSOR-00000489,MCH-001-01-03,2026-01-22 08:00:00,84.54,2.236,98.63
SENSOR-00000490,MCH-001-01-03,2026-01-22 12:00:00,77.2,2.535,98.39
SENSOR-00000491,MCH-001-01-03,2026-01-22 16:00:00,72.52,2.466,97.52
SENSOR-00000492,MCH-001-01-03,2026-01-22 20:00:00,72.49,2.353,102.99
SENSOR-00000493,MCH-001-01-03,2026-01-23 00:00:00,79.42,2.496,100.05
SENSOR-00000494,MCH-001-01-03,2026-01-23 04:00:00,72.28,2.222,100.98
SENSOR-00000495,MCH-001-01-03,2026-01-23 08:00:00,76.46,2.103,100.11
SENSOR-00000496,MCH-001-01-03,2026-01-23 12:00:00,66.0,2.383,102.29
SENSOR-00000497,MCH-001-01-03,2026-01-23 16:00:00,73.01,2.784,97.36
SENSOR-00000498,MCH-001-01-03,2026-01-23 20:00:00,75.0,2.321,99.7
SENSOR-00000499,MCH-001-01-03,2026-01-24 00:00:00,71.08,2.603,106.63
SENSOR-00000500,MCH-001-01-03,2026-01-24 04:00:00,73.64,1.782,98.36
SENSOR-00000501,MCH-001-01-03,2026-01-24 08:00:00,79.06,2.468,100.75
SENSOR-00000502,MCH-001-01-03,2026-01-24 12:00:00,78.16,2.451,103.65
SENSOR-00000503,MCH-001-01-03,2026-01-24 16:00:00,77.81,2.711,101.08
SENSOR-00000504,MCH-001-01-03,2026-01-24 20:00:00,77.75,2.253,98.2
SENSOR-00000505,MCH-001-01-03,2026-01-25 00:00:00,73.27,1.88,105.68
SENSOR-00000506,MCH-001-01-03,2026-01-25 04:00:00,76.86,2.313,98.89
SENSOR-00000507,MCH-001-01-03,2026-01-25 08:00:00,78.46,2.195,103.44
SENSOR-00000508,MCH-001-01-03,2026-01-25 12:00:00,76.3,2.391,100.44
SENSOR-00000509,MCH-001-01-03,2026-01-25 16:00:00,73.43,2.592,97.4
SENSOR-00000510,MCH-001-01-03,2026-01-25 20:00:00,67.64,2.484,101.89
SENSOR-00000511,MCH-001-01-03,2026-01-26 00:00:00,76.13,1.91,99.68
SENSOR-00000512,MCH-001-01-03,2026-01-26 04:00:00,72.39,1.809,101.17
SENSOR-00000513,MCH-001-01-03,2026-01-26 08:00:00,72.61,1.805,102.52
SENSOR-00000514,MCH-001-01-03,2026-01-26 12:00:00,79.87,2.703,101.08
SENSOR-00000515,MCH-001-01-03,2026-01-26 16:00:00,74.31,2.662,105.05
SENSOR-00000516,MCH-001-01-03,2026-01-26 20:00:00,78.66,2.095,100.6
SENSOR-00000517,MCH-001-01-03,2026-01-27 00:00:00,70.27,2.647,104.12
SENSOR-00000518,MCH-001-01-03,2026-01-27 04:00:00,70.16,2.572,99.74
SENSOR-00000519,MCH-001-01-03,2026-01-27 08:00:00,75.49,2.445,102.98
SENSOR-00000520,MCH-001-01-03,2026-01-27 12:00:00,74.46,2.683,100.93
SENSOR-00000521,MCH-001-01-03,2026-01-27 16:00:00,76.62,2.122,106.48
SENSOR-00000522,MCH-001-01-03,2026-01-27 20:00:00,76.01,2.508,95.18
SENSOR-00000523,MCH-001-01-03,2026-01-28 00:00:00,74.95,2.625,97.31
SENSOR-00000524,MCH-001-01-03,2026-01-28 04:00:00,70.16,2.281,102.48
SENSOR-00000525,MCH-001-01-03,2026-01-28 08:00:00,68.8,1.913,102.47
SENSOR-00000526,MCH-001-01-03,2026-01-28 12:00:00,71.72,2.232,94.43
SENSOR-00000527,MCH-001-01-03,2026-01-28 16:00:00,71.41,2.328,102.79
SENSOR-00000528,MCH-001-01-03,2026-01-28 20:00:00,71.04,2.745,97.95
SENSOR-00000529,MCH-001-01-03,2026-01-29 00:00:00,73.96,2.353,97.04
SENSOR-00000530,MCH-001-01-03,2026-01-29 04:00:00,73.91,2.332,103.42
SENSOR-00000531,MCH-001-01-03,2026-01-29 08:00:00,78.96,2.248,99.36
SENSOR-00000532,MCH-001-01-03,2026-01-29 12:00:00,76.78,2.184,101.77
SENSOR-00000533,MCH-001-01-03,2026-01-29 16:00:00,73.78,2.088,97.13
SENSOR-00000534,MCH-001-01-03,2026-01-29 20:00:00,79.92,2.291,104.92
SENSOR-00000535,MCH-001-01-03,2026-01-30 00:00:00,71.78,2.397,97.15
SENSOR-00000536,MCH-001-01-03,2026-01-30 04:00:00,73.41,2.443,96.98
SENSOR-00000537,MCH-001-01-03,2026-01-30 08:00:00,71.33,2.243,95.71
SENSOR-00000538,MCH-001-01-03,2026-01-30 12:00:00,72.44,2.36,98.8
SENSOR-00000539,MCH-001-01-03,2026-01-30 16:00:00,73.04,2.325,98.03
SENSOR-00000540,MCH-001-01-03,2026-01-30 20:00:00,76.89,2.689,98.61
SENSOR-00000541,MCH-001-01-04,2026-01-01 00:00:00,70.43,2.545,94.73
SENSOR-00000542,MCH-001-01-04,2026-01-01 04:00:00,75.41,2.831,94.27
SENSOR-00000543,MCH-001-01-04,2026-01-01 08:00:00,71.25,2.252,99.81
SENSOR-00000544,MCH-001-01-04,2026-01-01 12:00:00,74.91,2.859,102.86
SENSOR-00000545,MCH-001-01-04,2026-01-01 16:00:00,78.35,2.546,101.18
SENSOR-00000546,MCH-001-01-04,2026-01-01 20:00:00,72.92,2.724,96.66
SENSOR-00000547,MCH-001-01-04,2026-01-02 00:00:00,79.2,2.491,96.58
SENSOR-00000548,MCH-001-01-04,2026-01-02 04:00:00,75.8,2.527,100.34
SENSOR-00000549,MCH-001-01-04,2026-01-02 08:00:00,77.02,2.769,96.74
SENSOR-00000550,MCH-001-01-04,2026-01-02 12:00:00,77.07,2.832,94.8
SENSOR-00000551,MCH-001-01-04,2026-01-02 16:00:00,77.09,2.363,98.89
SENSOR-00000552,MCH-001-01-04,2026-01-02 20:00:00,72.75,2.467,105.52
SENSOR-00000553,MCH-001-01-04,2026-01-03 00:00:00,86.2,2.858,97.44
SENSOR-00000554,MCH-001-01-04,2026-01-03 04:00:00,78.96,2.302,94.67
SENSOR-00000555,MCH-001-01-04,2026-01-03 08:00:00,80.45,2.8,103.14
SENSOR-00000556,MCH-001-01-04,2026-01-03 12:00:00,74.49,2.468,102.25
SENSOR-00000557,MCH-001-01-04,2026-01-03 16:00:00,77.94,2.411,95.14
SENSOR-00000558,MCH-001-01-04,2026-01-03 20:00:00,76.83,2.779,96.41
SENSOR-00000559,MCH-001-01-04,2026-01-04 00:00:00,69.09,2.948,102.48
SENSOR-00000560,MCH-001-01-04,2026-01-04 04:00:00,79.45,2.752,101.73
SENSOR-00000561,MCH-001-01-04,2026-01-04 08:00:00,75.39,2.469,98.72
SENSOR-00000562,MCH-001-01-04,2026-01-04 12:00:00,86.91,2.649,98.61
SENSOR-00000563,MCH-001-01-04,2026-01-04 16:00:00,78.23,2.257,104.51
SENSOR-00000564,MCH-001-01-04,2026-01-04 20:00:00,73.73,2.635,103.2
SENSOR-00000565,MCH-001-01-04,2026-01-05 00:00:00,74.31,2.785,102.03
SENSOR-00000566,MCH-001-01-04,2026-01-05 04:00:00,78.61,2.445,101.72
SENSOR-00000567,MCH-001-01-04,2026-01-05 08:00:00,73.8,2.445,102.91
SENSOR-00000568,MCH-001-01-04,2026-01-05 12:00:00,79.87,2.264,97.43
SENSOR-00000569,MCH-001-01-04,2026-01-05 16:00:00,76.81,2.941,94.25
SENSOR-00000570,MCH-001-01-04,2026-01-05 20:00:00,77.48,2.166,98.1
SENSOR-00000571,MCH-001-01-04,2026-01-06 00:00:00,79.74,2.124,100.9
SENSOR-00000572,MCH-001-01-04,2026-01-06 04:00:00,79.07,2.252,100.03
SENSOR-00000573,MCH-001-01-04,2026-01-06 08:00:00,75.91,2.97,105.77
SENSOR-00000574,MCH-001-01-04,2026-01-06 12:00:00,69.71,3.133,97.25
SENSOR-00000575,MCH-001-01-04,2026-01-06 16:00:00,80.29,2.752,97.01
SENSOR-00000576,MCH-001-01-04,2026-01-06 20:00:00,78.34,2.483,101.66
SENSOR-00000577,MCH-001-01-04,2026-01-07 00:00:00,72.19,2.368,98.14
SENSOR-00000578,MCH-001-01-04,2026-01-07 04:00:00,79.52,2.754,99.53
SENSOR-00000579,MCH-001-01-04,2026-01-07 08:00:00,82.09,2.852,100.73
SENSOR-00000580,MCH-001-01-04,2026-01-07 12:00:00,73.08,2.903,99.82
SENSOR-00000581,MCH-001-01-04,2026-01-07 16:00:00,76.88,2.425,97.33
SENSOR-00000582,MCH-001-01-04,2026-01-07 20:00:00,70.5,2.668,97.65
SENSOR-00000583,MCH-001-01-04,2026-01-08 00:00:00,73.66,2.241,94.31
SENSOR-00000584,MCH-001-01-04,2026-01-08 04:00:00,76.84,1.949,96.03
SENSOR-00000585,MCH-001-01-04,2026-01-08 08:00:00,74.22,2.302,101.19
SENSOR-00000586,MCH-001-01-04,2026-01-08 12:00:00,77.59,2.733,102.26
SENSOR-00000587,MCH-001-01-04,2026-01-08 16:00:00,80.93,2.509,100.91
SENSOR-00000588,MCH-001-01-04,2026-01-08 20:00:00,78.42,2.545,98.81
SENSOR-00000589,MCH-001-01-04,2026-01-09 00:00:00,76.69,2.294,102.43
SENSOR-00000590,MCH-001-01-04,2026-01-09 04:00:00,74.13,2.158,103.06
SENSOR-00000591,MCH-001-01-04,2026-01-09 08:00:00,74.22,2.407,100.12
SENSOR-00000592,MCH-001-01-04,2026-01-09 12:00:00,80.94,2.515,96.4
SENSOR-00000593,MCH-001-01-04,2026-01-09 16:00:00,78.55,2.388,105.66
SENSOR-00000594,MCH-001-01-04,2026-01-09 20:00:00,76.37,1.951,101.07
SENSOR-00000595,MCH-001-01-04,2026-01-10 00:00:00,79.57,2.579,95.95
SENSOR-00000596,MCH-001-01-04,2026-01-10 04:00:00,75.12,2.323,102.61
SENSOR-00000597,MCH-001-01-04,2026-01-10 08:00:00,81.08,2.774,97.73
SENSOR-00000598,MCH-001-01-04,2026-01-10 12:00:00,65.41,2.068,104.26
SENSOR-00000599,MCH-001-01-04,2026-01-10 16:00:00,74.77,2.322,104.93
SENSOR-00000600,MCH-001-01-04,2026-01-10 20:00:00,81.43,2.516,99.12
SENSOR-00000601,MCH-001-01-04,2026-01-11 00:00:00,75.19,1.881,93.62
SENSOR-00000602,MCH-001-01-04,2026-01-11 04:00:00,72.3,2.642,100.34
SENSOR-00000603,MCH-001-01-04,2026-01-11 08:00:00,77.11,2.997,96.19
SENSOR-00000604,MCH-001-01-04,2026-01-11 12:00:00,76.26,2.586,97.79
SENSOR-00000605,MCH-001-01-04,2026-01-11 16:00:00,76.48,2.11,104.23
SENSOR-00000606,MCH-001-01-04,2026-01-11 20:00:00,73.64,3.017,99.9
SENSOR-00000607,MCH-001-01-04,2026-01-12 00:00:00,73.93,3.085,99.73
SENSOR-00000608,MCH-001-01-04,2026-01-12 04:00:00,82.55,2.461,100.78
SENSOR-00000609,MCH-001-01-04,2026-01-12 08:00:00,71.09,2.398,100.63
SENSOR-00000610,MCH-001-01-04,2026-01-12 12:00:00,82.71,2.565,104.15
SENSOR-00000611,MCH-001-01-04,2026-01-12 16:00:00,78.93,2.916,99.82
SENSOR-00000612,MCH-001-01-04,2026-01-12 20:00:00,85.93,2.388,97.7
SENSOR-00000613,MCH-001-01-04,2026-01-13 00:00:00,75.31,2.394,94.08
SENSOR-00000614,MCH-001-01-04,2026-01-13 04:00:00,80.61,2.442,102.22
SENSOR-00000615,MCH-001-01-04,2026-01-13 08:00:00,85.81,2.421,98.74
SENSOR-00000616,MCH-001-01-04,2026-01-13 12:00:00,76.85,2.756,98.3
SENSOR-00000617,MCH-001-01-04,2026-01-13 16:00:00,73.85,2.774,101.14
SENSOR-00000618,MCH-001-01-04,2026-01-13 20:00:00,68.19,2.203,104.5
SENSOR-00000619,MCH-001-01-04,2026-01-14 00:00:00,75.97,2.653,96.31
